date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2013-08-10 19:40:54,BarackObama,,90,270,171,"One week into #ActionAugust, @OFA volunteers are making sure Congress hears them. See the press highlights: http://OFA.BO/V2scjf",,@OFA,#ActionAugust,366283030437961728,https://twitter.com/BarackObama/status/366283030437961728
2013-08-10 18:27:14,BarackObama,,91,255,176,"In this week's address, President Obama speaks about #ABetterBargain for homeowners. Watch here: http://OFA.BO/Gfo6am",,,#ABetterBargain,366264493384282113,https://twitter.com/BarackObama/status/366264493384282113
2013-08-10 17:25:27,BarackObama,,147,276,185,Watch: President Obama likes signing bills into law. http://OFA.BO/8NpY6X,,,,366248943820091392,https://twitter.com/BarackObama/status/366248943820091392
2013-08-10 16:22:30,BarackObama,,361,690,560,"DYK: Thanks to #Obamacare, young people can stay on their parents' medical insurance until they're 26.",,,#Obamacare,366233102382673921,https://twitter.com/BarackObama/status/366233102382673921
2013-08-10 15:15:43,BarackObama,,101,240,159,It's August and @OFA volunteers nationwide are taking action on the issues that matter to them. Get involved: http://OFA.BO/GyLh1a,,@OFA,,366216295437451266,https://twitter.com/BarackObama/status/366216295437451266
2013-08-09 23:09:01,BarackObama,,419,1273,893,"""It feels good signing bills—I haven't done this in a while. Hint, hint."" —President Obama at the student loans bill signing",,,,365973017882406912,https://twitter.com/BarackObama/status/365973017882406912
2013-08-09 21:58:13,BarackObama,,175,497,368,Another Republican Congressman comes out in support of #immigration reform. This time from California: http://OFA.BO/nB9B9q,,,#immigration,365955199673708546,https://twitter.com/BarackObama/status/365955199673708546
2013-08-09 21:04:50,BarackObama,,179,485,273,"President Obama to the House of Representatives on #immigration reform: ""Get that bill on the floor. Put it up for a vote.""",,,#immigration,365941765498355712,https://twitter.com/BarackObama/status/365941765498355712
2013-08-09 20:22:33,BarackObama,,329,1247,548,"""The idea that you would shut down the government unless you prevent 30M people from getting health care is a bad idea."" —President Obama",,,,365931123001397249,https://twitter.com/BarackObama/status/365931123001397249
2013-08-09 17:49:08,BarackObama,,2009,20278,3298,Retweet if you agree it's time to raise the minimum wage.,,,,365892514923819008,https://twitter.com/BarackObama/status/365892514923819008
2013-08-09 16:47:31,BarackObama,,74,197,131,ICYMI: #ActionAugust is in full swing and @OFA supporters are making their voices heard. http://OFA.BO/9R4nZz,,@OFA,#ActionAugust,365877009857003522,https://twitter.com/BarackObama/status/365877009857003522
2013-08-09 15:23:47,BarackObama,,110,231,145,The first week of #ActionAugust is coming to an end and @OFA supporters are fired up: http://OFA.BO/A4ioyR,,@OFA,#ActionAugust,365855936843227136,https://twitter.com/BarackObama/status/365855936843227136
2013-08-08 21:41:18,BarackObama,,165,394,249,"Alejandro Morales is the highest ranking cadet in Chicago JROTC. He wants to be a Marine, but for now he is a DREAMer http://OFA.BO/jhZ1Nu",,,,365588556560871424,https://twitter.com/BarackObama/status/365588556560871424
2013-08-08 20:53:26,BarackObama,,1079,4294,6030,Who wears it better? #TBTpic.twitter.com/vAXNgiRmYo,,,#TBTpic,365576505679568896,https://twitter.com/BarackObama/status/365576505679568896
2013-08-08 19:41:51,BarackObama,,303,887,395,The President wants to give 15 million American workers a raise. Show your support for increasing the minimum wage:http://OFA.BO/TTuZAL,,,,365558494914560000,https://twitter.com/BarackObama/status/365558494914560000
2013-08-08 19:14:15,BarackObama,,80,259,160,Alejandro Morales is a DREAMer & a Chicagoan. What he wants to be is a Marine. Watch his story: http://OFA.BO/bCEkTC #StandWithOurFuture,,,#StandWithOurFuture,365551549516226560,https://twitter.com/BarackObama/status/365551549516226560
2013-08-08 18:00:57,BarackObama,,497,2140,1058,"""No one who works full-time in America should have to live in poverty."" —President Obama on raising the minimum wage. #ABetterBargain",,,#ABetterBargain,365533103718023168,https://twitter.com/BarackObama/status/365533103718023168
2013-08-08 17:29:50,BarackObama,,89,231,132,The economic costs of inaction are simply too high to delay. — @Cecilia44 on the need for #immigration reform http://OFA.BO/8uY94Y,,@Cecilia44,#immigration,365525270716887041,https://twitter.com/BarackObama/status/365525270716887041
2013-08-08 16:49:07,BarackObama,,76,199,158,"In Minnesota, @OFA organizers are turning up the heat on lawmakers this summer, says the Star Tribune: http://OFA.BO/eyXE75",,@OFA,,365515023017197568,https://twitter.com/BarackObama/status/365515023017197568
2013-08-08 16:02:55,BarackObama,,163,326,208,House Republicans are hearing the support for #immigration reform: http://OFA.BO/HNsG3J,,,#immigration,365503398398787587,https://twitter.com/BarackObama/status/365503398398787587
2013-08-07 23:52:08,BarackObama,,325,743,371,Immigration reform would strengthen the housing market due to stronger demand in areas hit hardest by the recession. #StandWithOurFuture,,,#StandWithOurFuture,365259093293797378,https://twitter.com/BarackObama/status/365259093293797378
2013-08-07 22:49:34,BarackObama,,224,1196,466,Congress is back home—you have their ear. Retweet to tell them #StandWithOurFuture on #immigration reform.pic.twitter.com/L1jKaDYIkE,,,#StandWithOurFuture #immigration,365243345125138432,https://twitter.com/BarackObama/status/365243345125138432
2013-08-07 21:31:23,BarackObama,,152,258,146,"As Congress heads home for the month, demand progress on the issues that matter: http://OFA.BO/48Z8Q5",,,,365223672711086081,https://twitter.com/BarackObama/status/365223672711086081
2013-08-07 20:22:44,BarackObama,,157,481,352,"""Semper Fi."" —President Obama to U.S. Marines at Camp Pendleton",,,,365206397090140160,https://twitter.com/BarackObama/status/365206397090140160
2013-08-07 20:19:39,BarackObama,,147,420,279,"""Supporting the military means supporting military families."" —President Obama at Marine Corps Base Camp Pendleton",,,,365205617855578112,https://twitter.com/BarackObama/status/365205617855578112
2013-08-07 20:00:12,BarackObama,,67,190,134,Happening now: President Obama delivers remarks at Marine Corps Base Camp Pendleton. http://OFA.BO/XfnPmp,,,,365200723480281089,https://twitter.com/BarackObama/status/365200723480281089
2013-08-07 19:20:19,BarackObama,,158,271,140,"During the congressional recess, let your representatives hear from you about the challenges facing our country:http://OFA.BO/47nJtB",,,,365190688888979460,https://twitter.com/BarackObama/status/365190688888979460
2013-08-07 17:41:10,BarackObama,,130,369,187,Comprehensive immigration reform is a moral imperative and a security imperative. — @Cecilia44 #StandWithOurFuture,,@Cecilia44,#StandWithOurFuture,365165736945127426,https://twitter.com/BarackObama/status/365165736945127426
2013-08-07 16:21:06,BarackObama,,272,1573,328,Retweet if you agree: Homeownership should be a source of security for generations to come. We deserve #ABetterBargain.,,,#ABetterBargain,365145584518176770,https://twitter.com/BarackObama/status/365145584518176770
2013-08-07 15:27:01,BarackObama,,119,356,187,"All across the nation, people demand progress on #immigration reform. See how @OFA took action: http://OFA.BO/JY8MTD #StandWithOurFuture",,@OFA,#immigration #StandWithOurFuture,365131976371482626,https://twitter.com/BarackObama/status/365131976371482626
2013-08-07 14:25:25,BarackObama,,133,226,137,Do you want to ask President Obama about #ABetterBargain for homeowners? Tune in today at 1:00 p.m. ET: http://OFA.BO/oJF5iH,,,#ABetterBargain,365116472781053954,https://twitter.com/BarackObama/status/365116472781053954
2013-08-07 00:57:13,BarackObama,,303,711,400,"President Obama on #immigration: ""Republicans in the House should stop dragging their feet and get this done.""",,,#immigration,364913081719070721,https://twitter.com/BarackObama/status/364913081719070721
2013-08-07 00:25:07,BarackObama,,281,1289,242,Retweet if you agree: It's time to turn the page on an era of housing bubbles and taxpayer bailouts. It's time for #ABetterBargain.,,,#ABetterBargain,364905007046336513,https://twitter.com/BarackObama/status/364905007046336513
2013-08-06 23:53:31,BarackObama,,129,321,150,Tomorrow at 1:00 p.m. ET: President Obama answers your questions on housing. Submit questions using #AskObamaHousing: http://OFA.BO/WwpaA6,,,#AskObamaHousing,364897052037087232,https://twitter.com/BarackObama/status/364897052037087232
2013-08-06 23:18:20,BarackObama,,197,326,187,FACT: Homeownership provides a foundation for shared economic growth. #ABetterBargain,,,#ABetterBargain,364888199908167680,https://twitter.com/BarackObama/status/364888199908167680
2013-08-06 22:03:20,BarackObama,,241,535,251,"FACT: Between 2000-2010, immigrants accounted for nearly 40% of new homeowners nationwide. #StandWithOurFuture",,,#StandWithOurFuture,364869323187171328,https://twitter.com/BarackObama/status/364869323187171328
2013-08-06 21:35:16,BarackObama,,155,283,195,President Obama is ready to work with members of Congress in both parties to enact common-sense housing finance legislation. #ABetterBargain,,,#ABetterBargain,364862260545458176,https://twitter.com/BarackObama/status/364862260545458176
2013-08-06 20:38:34,BarackObama,,151,402,256,"""We'll make owning a home a symbol of responsibility, not speculation."" —President Obama #ABetterBargain",,,#ABetterBargain,364847993746243588,https://twitter.com/BarackObama/status/364847993746243588
2013-08-06 20:33:34,BarackObama,,66,221,143,"""You know before you owe."" —President Obama on new mortgage application forms being designed by the @CFPB",,@CFPB,,364846731944398848,https://twitter.com/BarackObama/status/364846731944398848
2013-08-06 20:28:28,BarackObama,,203,846,474,"""Nobody in America, and certainly no veteran, should be left to live on the street."" —President Obama #ABetterBargain",,,#ABetterBargain,364845448474787842,https://twitter.com/BarackObama/status/364845448474787842
2013-08-06 20:25:50,BarackObama,,60,290,172,President Obama: Families should be able to rely on safe and simple mortgage products when making the most important purchase of their lives,,,,364844787372793856,https://twitter.com/BarackObama/status/364844787372793856
2013-08-06 20:23:06,BarackObama,,135,344,183,"""I want to lay a rock-solid foundation to make sure the kind of [housing] crisis we went through never happens again."" —President Obama",,,,364844101679595520,https://twitter.com/BarackObama/status/364844101679595520
2013-08-06 20:19:47,BarackObama,,94,328,182,"""Fixing our broken immigration system—it would help our broken housing market."" —President Obama #ABetterBargain",,,#ABetterBargain,364843265054343168,https://twitter.com/BarackObama/status/364843265054343168
2013-08-06 20:17:16,BarackObama,,101,308,174,"""We've got to build a housing system that’s durable and fair and rewards responsibility for generations to come."" —President Obama",,,,364842629898321921,https://twitter.com/BarackObama/status/364842629898321921
2013-08-06 20:14:40,BarackObama,,79,222,161,"""We worked with states to force big banks to repay more than $50 billion to more than 1.5 million families."" —President Obama",,,,364841976165703680,https://twitter.com/BarackObama/status/364841976165703680
2013-08-06 20:12:21,BarackObama,,84,202,133,"""We helped millions of responsible homeowners stay in their homes."" —President Obama #ABetterBargain",,,#ABetterBargain,364841394541568001,https://twitter.com/BarackObama/status/364841394541568001
2013-08-06 20:10:29,BarackObama,,72,289,190,"President Obama on home ownership: It's a place to raise children, put down roots and build savings for college, a business or retirement.",,,,364840926331420674,https://twitter.com/BarackObama/status/364840926331420674
2013-08-06 20:09:06,BarackObama,,110,430,252,"""A home is the ultimate evidence that here in America, hard work pays off and responsibility is rewarded."" —President Obama",,,,364840577470181377,https://twitter.com/BarackObama/status/364840577470181377
2013-08-06 20:04:37,BarackObama,,176,648,685,"""Michelle says I don't look a day over 51."" —President Obama as the crowd in Phoenix sings him ""Happy Birthday""",,,,364839447268831234,https://twitter.com/BarackObama/status/364839447268831234
2013-08-06 20:00:08,BarackObama,,47,158,106,Happening now: President Obama speaks in Phoenix about strengthening the housing market. http://OFA.BO/AqNYHi #ABetterBargain,,,#ABetterBargain,364838321794453504,https://twitter.com/BarackObama/status/364838321794453504
2013-08-06 18:02:10,BarackObama,,131,453,214,"48 years ago, President Johnson signed the Voting Rights Act. Add your name to tell Congress to strengthen the #VRA:http://OFA.BO/47V5UN",,,#VRA,364808632996610048,https://twitter.com/BarackObama/status/364808632996610048
2013-08-06 17:45:27,BarackObama,,127,345,178,President Obama is working to rebuild the American dream of homeownership. Foreclosures are now the lowest since 2006 http://OFA.BO/J8Ruft,,,,364804425128214530,https://twitter.com/BarackObama/status/364804425128214530
2013-08-06 16:57:19,BarackObama,,153,396,229,The American dream of homeownership is coming back—American families are on pace to purchase more than 5M homes this year. #ABetterBargain,,,#ABetterBargain,364792312175403009,https://twitter.com/BarackObama/status/364792312175403009
2013-08-06 16:11:31,BarackObama,,240,1323,322,Retweet if you agree: Homeownership in America should be built on a durable and fair system. #ABetterBargain,,,#ABetterBargain,364780787561795585,https://twitter.com/BarackObama/status/364780787561795585
2013-08-06 15:15:34,BarackObama,,147,316,186,President Obama has made it safer for responsible Americans to borrow money and purchase their homes. http://OFA.BO/4osyu6 #GIF,,,#GIF,364766705773326336,https://twitter.com/BarackObama/status/364766705773326336
2013-08-06 14:27:41,BarackObama,,148,330,192,Our economy would grow by an additional 5.4% compared to the status quo. — @Cecilia44 on benefits of immigration reform over next 20 years,,@Cecilia44,,364754656687177729,https://twitter.com/BarackObama/status/364754656687177729
2013-08-06 00:24:11,BarackObama,,293,370,225,"For President Obama's birthday, @OFA spent the day spreading the facts about #Obamacare: http://OFA.BO/PF3SHW",,@OFA,#Obamacare,364542381917339648,https://twitter.com/BarackObama/status/364542381917339648
2013-08-05 23:25:51,BarackObama,,166,475,208,Congress needs to #StandWithOurFuture and pass comprehensive immigration reform. Show your support: http://OFA.BO/Hr2VyK,,,#StandWithOurFuture,364527704369922049,https://twitter.com/BarackObama/status/364527704369922049
2013-08-05 22:21:30,BarackObama,,145,351,185,Today @OFA is putting the House of Representatives on notice—it's time for #immigration reform. #StandWithOurFuture http://OFA.BO/sEwD2k,,@OFA,#immigration #StandWithOurFuture,364511506672521216,https://twitter.com/BarackObama/status/364511506672521216
2013-08-05 21:17:13,BarackObama,,239,1989,402,Retweet to tell the House of Representatives to #StandWithOurFuture and pass immigration reform.,,,#StandWithOurFuture,364495329216823296,https://twitter.com/BarackObama/status/364495329216823296
2013-08-05 19:32:30,BarackObama,,113,388,283,"On @Univision, @JonCarsonOFA has a message to Spanish-speaking Americans, calling for action on #immigration: http://OFA.BO/Avx7kf",,@Univision @JonCarsonOFA,#immigration,364468976882941952,https://twitter.com/BarackObama/status/364468976882941952
2013-08-05 18:13:19,BarackObama,,158,395,230,The @NYTimes on #immigration reform: It's the people’s turn to push Congress in the right direction. http://OFA.BO/6tzWoi,,@NYTimes,#immigration,364449052005371904,https://twitter.com/BarackObama/status/364449052005371904
2013-08-05 17:11:14,BarackObama,,312,962,458,"If Congress acts on #immigration reform, real wages will rise, deficits will fall by $800B and our debt will shrink. #StandWithOurFuture",,,#immigration #StandWithOurFuture,364433425702195200,https://twitter.com/BarackObama/status/364433425702195200
2013-08-05 15:29:27,BarackObama,,190,367,225,"If Congress acts, we’d see a larger labor force, higher productivity and more investments. — @Cecilia44 on common-sense #immigration reform",,@Cecilia44,#immigration,364407813100937216,https://twitter.com/BarackObama/status/364407813100937216
2013-08-05 00:30:10,BarackObama,,1420,861,881,Last call for birthday wishes—#44 is 52. http://OFA.BO/vLuRgC pic.twitter.com/mqdCbkHHxd,,,#44,364181499098050560,https://twitter.com/BarackObama/status/364181499098050560
2013-08-04 21:18:44,BarackObama,,583,1394,832,"Thanks to Obamacare, 3.1 million young adults who were previously uninsured have gained coverage. #ObamacareIsWorkingpic.twitter.com/nRKLn4qxFU",,,#ObamacareIsWorkingpic,364133322902880256,https://twitter.com/BarackObama/status/364133322902880256
2013-08-04 20:45:15,BarackObama,,381,444,291,"#ObamacareIsWorking, and Americans are already seeing the benefits: http://OFA.BO/WsaANE",,,#ObamacareIsWorking,364124897926070272,https://twitter.com/BarackObama/status/364124897926070272
2013-08-04 15:22:17,BarackObama,,2759,2864,1373,Today is President Obama's 52nd birthday. Sign his card and wish him a great one: http://OFA.BO/du4hRM,,,,364043619759427587,https://twitter.com/BarackObama/status/364043619759427587
2013-08-03 23:51:05,BarackObama,,407,491,267,"""Threatening national default on the bills that Congress has already racked up—that’s not an economic plan."" http://OFA.BO/YUxBn6",,,,363809275098824704,https://twitter.com/BarackObama/status/363809275098824704
2013-08-03 19:51:30,BarackObama,,141,267,175,"This weekend, @OFA volunteers are just getting started—don't miss your chance to take part in #ActionAugust. Join in:http://OFA.BO/y2uqkE",,@OFA,#ActionAugust,363748983631380482,https://twitter.com/BarackObama/status/363748983631380482
2013-08-03 19:15:50,BarackObama,,193,427,246,"President Obama to Congress: Set aside politics, focus on what really matters, give the middle class #ABetterBargain http://OFA.BO/rvRtxm",,,#ABetterBargain,363740008865202177,https://twitter.com/BarackObama/status/363740008865202177
2013-08-03 17:19:15,BarackObama,,149,239,169,Have plans for the month? It's not too late to be part of #ActionAugust. You don't want to miss this: http://OFA.BO/hWsAEH,,,#ActionAugust,363710666684645376,https://twitter.com/BarackObama/status/363710666684645376
2013-08-03 16:13:36,BarackObama,,830,799,414,Tomorrow is President Obama's birthday. Sign @OFA's birthday card and send your best wishes: http://OFA.BO/mgYfmm,,@OFA,,363694145568636928,https://twitter.com/BarackObama/status/363694145568636928
2013-08-03 15:30:09,BarackObama,,1400,4125,5091,Good morning.pic.twitter.com/qu4O8KYWMJ,,,,363683211336896512,https://twitter.com/BarackObama/status/363683211336896512
2013-08-02 22:05:51,BarackObama,,327,855,359,"""The only uncertainty about our warming world is how bad the changes will get, and how soon."" More from @nytimes: http://OFA.BO/U85cEM",,@nytimes,,363420407325409280,https://twitter.com/BarackObama/status/363420407325409280
2013-08-02 20:39:08,BarackObama,,176,272,156,Todd Jones was confirmed as director of the ATF this week. Here's why this is a victory for supporters of gun reform: http://OFA.BO/4b6go6,,,,363398583376035840,https://twitter.com/BarackObama/status/363398583376035840
2013-08-02 19:21:25,BarackObama,,142,366,177,"Republican op-ed explains, ""There is no longer any credible scientific debate about the basic facts"" http://OFA.BO/aNuXrE #ActOnClimate",,,#ActOnClimate,363379024526983168,https://twitter.com/BarackObama/status/363379024526983168
2013-08-02 18:41:23,BarackObama,,321,660,236,"Today the House voted to repeal Obamacare for the 40th time—a vote the majority of voters agree is ""a waste of time."" http://OFA.BO/f7mbpf",,,,363368949930397696,https://twitter.com/BarackObama/status/363368949930397696
2013-08-02 16:18:37,BarackObama,,180,533,233,"While the House takes its 40th vote to repeal #Obamacare, read about 40 ways the law is working for Americans: http://OFA.BO/DDLcJv",,,#Obamacare,363333022122115073,https://twitter.com/BarackObama/status/363333022122115073
2013-08-02 15:25:19,BarackObama,,115,363,207,"Republican op-ed from @nytimes on #climate change: ""There is no time to waste."" http://OFA.BO/69ZhXC",,@nytimes,#climate,363319607412539392,https://twitter.com/BarackObama/status/363319607412539392
2013-08-01 23:14:32,BarackObama,,225,360,164,Be heard by Congress on the issues that matter. Take action during the congressional recess: http://OFA.BO/oUZWB1 #ActionAugust,,,#ActionAugust,363075300894056448,https://twitter.com/BarackObama/status/363075300894056448
2013-08-01 22:56:17,BarackObama,,245,690,300,"Before the House takes its 40th vote to repeal #Obamacare, read about 40 ways the law is working for Americans: http://OFA.BO/knjnZR",,,#Obamacare,363070709024567296,https://twitter.com/BarackObama/status/363070709024567296
2013-08-01 22:20:18,BarackObama,,177,530,329,"State by state, here are the economic benefits of comprehensive #immigration reform: http://OFA.BO/rptTBq",,,#immigration,363061653312520192,https://twitter.com/BarackObama/status/363061653312520192
2013-08-01 19:39:32,BarackObama,,422,1690,2168,#BoBackThursday #TBTpic.twitter.com/VKCw5mBy3I,,,#BoBackThursday #TBTpic,363021194959650817,https://twitter.com/BarackObama/status/363021194959650817
2013-08-01 17:19:29,BarackObama,,315,933,539,"""I will continue to stand with the majority of Americans who support common-sense reforms"" —President Obama, #NotBackingDown on gun violence",,,#NotBackingDown,362985951544360962,https://twitter.com/BarackObama/status/362985951544360962
2013-08-01 16:31:33,BarackObama,,146,255,148,"This month, have your voice heard loud and clear. Join #ActionAugust today: http://OFA.BO/RaNaXw",,,#ActionAugust,362973889317441536,https://twitter.com/BarackObama/status/362973889317441536
2013-08-01 14:20:29,BarackObama,,116,237,144,"Find out all about @OFA's plans for the August congressional recess, and how you can be part of it: http://OFA.BO/NtZRwo",,@OFA,,362940905990258689,https://twitter.com/BarackObama/status/362940905990258689
2013-07-31 22:30:23,BarackObama,,191,335,181,The Amazon Kindle Singles interview with President Obama on #ABetterBargain is available now for free: http://OFA.BO/Nb7usv #ObamaNooga,,,#ABetterBargain #ObamaNooga,362701805580328960,https://twitter.com/BarackObama/status/362701805580328960
2013-07-31 21:24:57,BarackObama,,118,253,169,Visit https://www.healthcare.gov MT @SophiaBush: Want to #dosomething awesome for your future? Get info on all the #healthcare benefits,,@SophiaBush,#dosomething #healthcare,362685337878798336,https://twitter.com/BarackObama/status/362685337878798336
2013-07-31 20:16:23,BarackObama,,264,427,253,"On Sunday, President Obama turns 52. Sign the official @OFA card here:http://OFA.BO/nghf4r",,@OFA,,362668082075938817,https://twitter.com/BarackObama/status/362668082075938817
2013-07-31 19:16:15,BarackObama,,77,207,134,"In an interview yesterday, President Obama shared his thoughts on fighting for #ABetterBargain. It's free to download http://OFA.BO/r7Z2i2",,,#ABetterBargain,362652948343427072,https://twitter.com/BarackObama/status/362652948343427072
2013-07-31 17:50:56,BarackObama,,223,436,252,"""Jobs. Middle class. Growth."" —President Obama #ABetterBargain",,,#ABetterBargain,362631477650927617,https://twitter.com/BarackObama/status/362631477650927617
